chr.names	query.population	reference.population	relative.distances.ks.p.value	relative.distances.ecdf.deviation.area	relative.distances.ecdf.area.correlation	relative.distances.ecdf.deviation.area.p.value	scaled.absolute.min.distance.sum.p.value	scaled.absolute.min.distance.sum.lower.tail	jaccard.measure.p.value	jaccard.measure.lower.tail	projection.test.p.value	projection.test.lower.tail	projection.test.obs.to.exp	lnc
awhole	268	2111	0.0183716393067317	0.0257262419849208	0.10203437558406901	0.002	0.0	True	0.41600000000000004	False	0.128202140621187	False	1.61431447448921	ENSG00000230630_ASO_G0230630_AD_04
awhole	571	248	0.000258322660557142	0.0200202860365585	0.0793434667436625	0.001	0.03	True	0.033	False	0.0277402742540955	False	3.89889705964876	ENSG00000225733_ASO_G0225733_AD_03
awhole	5	193	0.997858497301513	0.0283464810417183	0.0226555778466639	0.996	0.354	True	0.00600000000000001	False	0.00303493350865902	False	0.0	ENSG00000254682_ASO_G0254682_02
awhole	689	7082	0.74882678067562	0.00405862024858274	-0.00837364840857102	0.755	0.0	True	0.036000000000000004	False	0.0017046354919241198	False	2.14908725072215	ENSG00000234456_ASO_G0234456_01
awhole	37	5844	0.36389292592113204	0.0258723981011066	0.09845909710250698	0.373	0.006999999999999999	True	0.026000000000000002	False	0.00817473899869947	False	4.83538833085613	ENSG00000205181_ASO_G0205181_01
awhole	34	1641	0.822681413974369	0.01822939151034	0.0659015874841069	0.753	0.064	True	0.048	False	0.005589109597000871	False	8.999953425333699	ENSG00000256268_ASO_G0256268_AD_06
awhole	5760	13581	0.0676573099709258	0.00323669967262191	0.0111456497005458	0.109	0.0	True	0.005	False	1.35683231317074e-09	False	1.70401281626829	ENSG00000214548_ASO_G0214548_AD_09
awhole	39	86	0.8108588922093549	0.0151677048673675	0.0245209235494921	0.846	0.326	True	0.002	False	0.00248220446638503	False	0.0	ENSG00000271270_ASO_G0271270_09
awhole	3921	12093	1.43584578481404e-05	0.0111865612708747	0.0450262702272903	0.0	0.0	True	0.001	False	0.0	False	2.38786959157804	ENSG00000237187_ASO_G0237187_AD_01
awhole	5760	13581	0.0676573099709258	0.00323669967262191	0.0111456497005458	0.10099999999999999	0.0	True	0.005	False	1.35683231317074e-09	False	1.70401281626829	ENSG00000214548_ASO_G0214548_01
awhole	34	1641	0.822681413974369	0.01822939151034	0.0659015874841069	0.794	0.07200000000000001	True	0.048	False	0.005589109597000871	False	8.999953425333699	ENSG00000256268_ASO_G0256268_AD_07
