lncRNAId	lncRNAName	pvalue	mm_pvalue	mp_pvalue	pm_pvalue	pp_pvalue
ENSG00000242147_ASO_G0242147_07	RP13-463N16.6	1.8516469666832328e-64	2.7237015811258996e-25	1.5003569237153805e-22	0.08471184039250214	5.316056035249737e-39
ENSG00000212978_ASO_G0212978_01	AC016747.3	0.05464133899366886	0.03554381551887073	1.0	0.4974805756373594	1.0
ENSG00000257219_ASO_G0257219_AD_05	RP11-54A9.1	0.014169508371985932	0.8877474612767585	1.0	0.015247924788216457	0.007046482305856625
ENSG00000214548_ASO_G0214548_01	MEG3	0.046841743326957605	1.0	1.0	3.6871480222388105e-06	1.0
ENSG00000241990_ASO_G0241990_01	RP6-109B7.3	0.006825516147342295	1.0	1.0	0.002246645180024711	1.0
ENSG00000234608_ASO_G0234608_AD_01	MAPKAPK5-AS1	0.000543466666726475	0.49009005399261746	0.040840243336244364	6.173949149337024e-06	0.40893335569592054
ENSG00000250742_ASO_G0250742_AD_05	RP11-834C11.4	0.006366139022763337	1.0	1.0	0.008987490385077653	1.0
ENSG00000256268_ASO_G0256268_AD_07	RP11-221N13.3	1.2711189287206302e-07	4.545507102368639e-05	9.054782496521884e-07	0.00217786557933767	0.009308996689624649
ENSG00000229647_ASO_G0229647_06	AC007879.7	3.9780106129911943e-07	2.981607717916019e-11	1.0	0.0732021168698109	1.0
ENSG00000253161_ASO_C013368_01	RP11-150O12.1	0.03562301369647485	0.045250900206124677	1.0	0.3196059861099993	0.40893335569592054
ENSG00000246067_ASO_G0246067_AD_09	RAB30-AS1	0.00013489264909270584	3.985966100177671e-06	1.0	0.4974805756373594	1.0
ENSG00000225733_ASO_G0225733_AD_03	FGD5-AS1	1.2775145766427492e-22	3.0599911484881866e-24	0.46053233057566767	1.5345063894087142e-06	1.0
ENSG00000233117_ASO_G0233117_02	LINC00702	7.1660168061504126e-06	1.0	1.0	2.0224836457888807e-06	0.34125556394955425
ENSG00000256268_ASO_G0256268_AD_06	RP11-221N13.3	0.0128173029089308	0.0032450367493320124	1.0	1.0210143446191366e-05	1.0
ENSG00000223478_ASO_G0223478_03	RP11-545E17.3	9.268531263330878e-09	1.3866136047925354e-05	0.023033741282070364	0.03135165673607597	1.8258798766909016e-10
ENSG00000234608_ASO_G0234608_06	MAPKAPK5-AS1	5.81815480883264e-21	3.8151592311582115e-24	1.0	4.4827730334150066e-05	0.18979278524552542
ENSG00000212978_ASO_G0212978_02	AC016747.3	1.0	0.21086888110540802	1.0	0.03475776672074307	1.0
ENSG00000253161_ASO_C013368_02	RP11-150O12.1	8.20044069984962e-34	1.0105023953084909e-16	1.1705241236623067e-12	0.00010349837238226732	0.0001599016918432562
ENSG00000246430_ASO_G0246430_AD_03	LINC00968	0.03197921331745853	1.0	1.0	0.036078254194997814	1.0
ENSG00000231185_ASO_G0231185_03	AC005592.2	2.5480069486866253e-05	7.789552363610338e-10	0.4650734551188908	0.015630838575610706	1.0
ENSG00000225733_ASO_G0225733_AD_06	FGD5-AS1	6.704518972312056e-06	0.001008887692566573	1.0	9.849075990475148e-08	0.18979278524552542
ENSG00000230630_ASO_G0230630_AD_04	DNM3OS	1.0139388999978471e-07	1.0	1.0	3.7907249970446553e-07	0.06806176927321816
ENSG00000238266_ASO_G0238266_AD_06	LINC00707	1.7597266678319536e-13	1.1697920189494138e-19	0.854679082576452	2.3188361460713465e-07	0.40893335569592054
ENSG00000214548_ASO_G0214548_AD_09	MEG3	0.001262862014826494	1.0	0.5546014895093364	0.8665174148176621	0.0007914504774109324
ENSG00000246067_ASO_G0246067_AD_06	RAB30-AS1	2.130947386631778e-30	9.282564716005313e-50	1.0	0.43902697209494507	1.0
ENSG00000233396_ASO_G0233396_07	RP11-458D21.1	2.9323629683559903e-206	5.3675603286882786e-107	8.819928966808463e-37	3.637380788582086e-125	8.917766070734528e-10
ENSG00000231185_ASO_G0231185_02	AC005592.2	4.226860255189606e-05	6.543734342912676e-06	1.0	0.5672102416463656	1.0
ENSG00000234608_ASO_G0234608_AD_04	MAPKAPK5-AS1	4.438506971854194e-11	0.6647221820313407	0.08255591158690946	2.018458592486783e-25	0.18979278524552542
ENSG00000225733_ASO_G0225733_04	FGD5-AS1	2.5480069486866253e-05	0.03554381551887073	0.4650734551188908	0.43902697209494507	0.0006131947298644761
ENSG00000268895_ASO_G0268895_03	A1BG-AS1	0.053932499065014475	0.015029620862894227	1.0	1.0	1.0
ENSG00000223485_ASO_G0223485_01	RP11-417E7.1	1.701292192602489e-11	0.0032450367493320124	1.0	1.1111041086247338e-39	4.900341752983464e-06
ENSG00000242147_ASO_G0242147_05	RP13-463N16.6	0.026249714472985065	0.0018947523528823223	1.0	0.7223011656299507	1.0
ENSG00000223485_ASO_G0223485_AD_04	RP11-417E7.1	1.2639568385082981e-11	0.01019188869826283	1.0	2.0753556788688427e-15	1.0
ENSG00000212978_ASO_G0212978_03	AC016747.3	0.0001399552354179545	1.9310411442545837e-07	1.0	0.38639753469341953	0.9690859197702288
ENSG00000246273_ASO_G0246273_02	SBF2-AS1	0.008732784832808795	0.00017372653033903283	1.0	1.0	1.0
